name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
Jashore,9/3/2022,34.1,26,30.5,46.5,26,37.3,25.3,74.5,2.732,100,8.33,rain,0,0,30.2,25,205.5,1004.1,72.3,3.8,202.3,17.5,8
Jashore,9/4/2022,34.4,27,29.7,43.8,30.9,36.5,25.7,79.4,34.85,100,4.17,rain,0,0,24.8,22.3,191,1003.7,67.4,3.2,158.2,13.6,7
Jashore,9/5/2022,34.2,26,29.7,45.6,26,36.9,26.2,81.8,27.738,100,4.17,rain,0,0,46.4,27.7,182,1003.9,67,3,156.6,13.5,6
Jashore,9/6/2022,32,26.5,29,42.3,26.5,35,25.6,82.4,23.936,100,16.67,rain,0,0,37.1,11.8,238.9,1005.1,80.3,3,154.9,13.5,5
Jashore,9/7/2022,34.4,27.4,31,44.6,32.2,38.9,26.1,76.2,0,0,0,rain,0,0,23.8,13,92.4,1005.6,66.5,3.5,205.5,17.8,8
Jashore,9/8/2022,34.5,28.8,31.1,43.7,35.6,38.6,25.7,73.6,2.021,100,4.17,rain,0,0,40,16.6,109.6,1006.5,59.8,4.2,237.4,20.5,8
Jashore,9/9/2022,34,27,30,45.3,30.6,36.9,25.8,78.8,0.711,100,4.17,rain,0,0,32.4,22.3,84.2,1005.9,75.7,3.4,217.5,18.8,8
Jashore,9/10/2022,33,27.8,28.9,42.3,32.3,35,25.6,82.4,1.728,100,8.33,rain,0,0,41.8,24.1,108.2,1004.8,72,3.6,165.7,14.3,7
Jashore,9/11/2022,30,26,27.6,36.2,26,31.5,24.9,85.5,23.001,100,12.5,rain,0,0,32.4,22.3,121.7,1003.5,90.6,3.2,79.4,6.8,3
Jashore,9/12/2022,27,25,26.1,30.4,25,26.8,24.4,90.8,39.263,100,25,rain,0,0,38.9,14.8,131.8,1003.1,98.1,2.8,83.8,7.2,4
Jashore,9/13/2022,28,25.1,26.6,33.6,25.1,28.6,24.7,89.3,61.153,100,20.83,rain,0,0,37.8,22.3,163.5,1004.9,97.6,2.9,88.4,7.7,4
Jashore,9/14/2022,29,26.7,27.8,35.6,29.9,32.6,25.4,86.6,0.029,100,4.17,rain,0,0,34.9,103.7,172.9,1006.3,92.4,3.3,93.1,7.9,3
Jashore,9/15/2022,31,27,28.5,40.8,30.6,34.6,25.9,86,0.713,100,12.5,rain,0,0,26.6,16.6,178.7,1005.2,91.5,3,112.8,9.8,4
Jashore,9/16/2022,33,26,28,42.1,26,32.1,24.7,82.7,6.755,100,8.33,rain,0,0,27.7,14,154.9,1002.5,85.5,3,173.3,15.1,7
Jashore,9/17/2022,30.4,26.9,28.2,39.9,30.1,33.6,25.5,85.7,0.202,100,4.17,rain,0,0,23,18.4,159.1,1002.7,76.2,2.9,179.6,15.5,7
Jashore,9/18/2022,33,26,29.4,41.7,26,34.9,25.3,79,0,0,0,rain,0,0,24.1,11.2,92.8,1003,60.1,3.4,173.1,14.8,7
Jashore,9/19/2022,31.8,26.4,28.5,39.6,26.4,33.6,25.3,83,14.112,100,8.33,rain,0,0,45,16.6,89.6,1003,62.1,3.5,171.5,14.8,6
Jashore,9/20/2022,29.2,26,27.7,36.5,26,32.2,25.3,86.8,6.022,100,12.5,rain,0,0,49,14.8,99.5,1002.3,78.3,2.9,156.4,13.7,5
Jashore,9/21/2022,31.6,27,29,41.3,30.6,35.3,25.7,82.7,9.113,100,8.33,rain,0,0,36.7,14.8,139.2,1004.3,59.3,3.3,180.4,15.6,7
Jashore,9/22/2022,33,26.9,29.6,42.1,30.5,35.8,25.5,79.5,0,0,0,rain,0,0,31.7,18.4,154.2,1004.9,60.2,3.8,189,16.3,8
Jashore,9/23/2022,33.5,27,30,42.1,30.6,36.3,25.3,76.6,0,0,0,rain,0,0,27,18.4,161.5,1005.1,51.3,3.6,204.1,17.6,7
Jashore,9/24/2022,33.2,27,30.1,41.5,30.6,36.3,25.2,75.7,0.866,100,4.17,rain,0,0,22.3,14.8,154.7,1004.8,52.5,3.6,192.6,16.6,7
Jashore,9/25/2022,33.1,27.1,30.1,41,30.7,35.5,24.6,73.2,0,0,0,,0,0,20.2,13,139.7,1005.8,51.3,3.8,177.2,15.3,7
Jashore,9/26/2022,33.3,27.9,29.7,41.4,31.9,35.6,25.1,77,0,0,0,rain,0,0,17.6,14.8,153.4,1006.5,67.1,3.4,208,17.9,8
Jashore,9/27/2022,33,27.7,30.1,40.6,32.4,36.4,25.1,74.8,0.029,100,4.17,rain,0,0,20.2,11.2,196.3,1005.3,61.8,3.5,190.8,16.4,8
Jashore,9/28/2022,32.2,27,28.9,41.3,29.6,34.8,25.3,81.2,7.888,100,8.33,rain,0,0,14,13,326.4,1004.1,76.4,3.1,179.3,15.4,7
Jashore,9/29/2022,33.9,26.8,30,42.9,30.1,36.4,25.4,77.1,0,0,0,rain,0,0,20.9,11.2,53.3,1003.9,55.6,3.4,222.8,19.2,7
Jashore,9/30/2022,33.4,27,30.1,43.8,30.6,37,25.7,78.1,0,0,0,rain,0,0,19.8,9.4,359.5,1003.9,57.2,3.3,218.7,18.7,7
Jashore,10/1/2022,33.1,26.3,30.1,43.1,26.3,36.3,25.4,76.9,8.952,100,4.17,rain,0,0,19.4,25.9,14,1002.6,72.8,3.1,155.7,13.5,6
Jashore,10/2/2022,30,26.6,28,37.4,26.6,32.6,25,83.7,2.133,100,8.33,rain,0,0,24.8,11.2,40.4,1002.3,81.2,3.4,158.6,13.8,7
Jashore,10/3/2022,30.1,26.6,28.2,37.7,26.6,33.1,25.2,83.9,6.177,100,8.33,rain,0,0,28.8,18.4,98.8,1004,79.5,3.4,112.9,9.8,4
Jashore,10/4/2022,32,26.6,29.2,40.7,26.6,34.7,25.2,79.5,5.599,100,12.5,rain,0,0,34.6,24.1,130.2,1007.2,84.6,3.8,118.7,10.3,5
Jashore,10/5/2022,31,27,28.1,39.1,30.1,32.9,25,83.5,6,100,8.33,rain,0,0,34.2,29.5,124.2,1008.7,63.4,3.7,165.4,14.2,7
Jashore,10/6/2022,31.6,26,28.3,38.6,26,32.2,24.5,80.7,15.35,100,12.5,rain,0,0,32.4,14.8,154.7,1009.7,58.2,4.1,161.4,13.9,7
Jashore,10/7/2022,33,26,29.3,40.3,26,34.4,24.9,78.1,1,100,8.33,rain,0,0,17.3,9.4,151.8,1009.5,50.8,3.7,201.6,17.5,7
Jashore,10/8/2022,34.2,26.7,30.3,41.7,30,36.1,24.8,73.5,0,0,0,,0,0,16.9,16.6,169.1,1009.6,46.3,4.4,209.3,18.1,8
Jashore,10/9/2022,34,26.9,30.1,40.6,30.1,35.9,24.8,73.6,0,0,0,rain,0,0,25.2,22.3,167.4,1010.7,48.3,4.5,206.3,17.8,7
Jashore,10/10/2022,33.6,27.3,30,42,31.5,36.2,25.1,75.5,2.2,100,4.17,rain,0,0,24.8,16.6,182,1011.1,47,4.3,178.1,15.4,7
Jashore,10/11/2022,32.8,27,29,39.9,29.6,34.2,24.9,79.1,7.823,100,4.17,rain,0,0,26.3,18.4,185.3,1009.6,50,3.9,181.3,15.8,7
Jashore,10/12/2022,32.6,24.9,27.8,40.2,24.9,30.9,24.1,80.6,32.069,100,8.33,rain,0,0,27,22.3,176.2,1009.4,66.4,4,162.3,14,6
Jashore,10/13/2022,32.5,25,28,39.3,25,30.9,24,79.6,1,100,4.17,rain,0,0,22.3,18.4,127.7,1009.4,62.7,3.6,179,15.5,7
Jashore,10/14/2022,31,25.7,27.7,38,25.7,31.3,24.7,83.6,31.513,100,12.5,rain,0,0,15.5,18.4,28,1009.3,60.3,2.9,185.3,16.1,7
Jashore,10/15/2022,32.5,25.7,29,37.8,25.7,32.8,23.9,74.6,0,0,0,rain,0,0,23.8,13,30.4,1009,41.1,3.8,202.2,17.5,7
Jashore,10/16/2022,33,25.2,28.7,36.1,25.2,31.3,22.2,68.8,0,0,0,,0,0,25.9,22.3,354.2,1010.6,15,3.8,227,19.7,8
Jashore,10/17/2022,32.2,25,28.2,35.8,25,30.1,21.4,67.1,0,0,0,,0,0,24.5,18.4,349.6,1010.7,12.7,4,232,20.1,8
Jashore,10/18/2022,32,25,28.3,37.9,25,31.1,23,73.7,0,0,0,,0,0,25.9,18.4,8,1010,40.7,3.4,197,17.1,8
Jashore,10/19/2022,30,26,27.5,34.8,26,30,22.8,75.6,7.112,100,4.17,rain,0,0,21.6,18.4,13.1,1010.3,61.7,3.1,183.4,15.6,7
Jashore,10/20/2022,32,24,27.7,36,24,29.4,21.8,71.3,0,0,0,,0,0,28.1,24.1,354.7,1011.5,16.2,3.6,219.5,19.1,8
Jashore,10/21/2022,32.2,23,27.9,36.8,23,29.9,22,71.2,0,0,0,,0,0,29.5,20.5,353.1,1012.2,12.2,3.4,228.2,19.7,8
Jashore,10/22/2022,33.1,24,28.3,37,24,30.6,22.3,71,0,0,0,,0,0,25.9,18.4,353,1011.8,14.2,3.7,225.4,19.5,8
Jashore,10/23/2022,29.6,24,26.9,34.3,24,29.1,22.9,78.7,0.071,100,4.17,rain,0,0,19.1,14.8,24,1009.9,74.7,3.4,109.8,9.4,5
Jashore,10/24/2022,26,21,23.3,26,21,23.3,21.4,89,5.82,100,20.83,rain,0,0,56.2,27.7,11.9,1003.3,99.1,3.1,19.7,1.7,1
Jashore,10/25/2022,30.2,22,25.3,33.5,22,26.2,21,77.5,0,0,0,,0,0,41.8,18.4,231.6,1008,56.3,4.3,222.3,19.3,8
Jashore,10/26/2022,31,22.9,26.9,35.2,22.9,28.4,21.7,74,0,0,0,,0,0,16.2,9.4,149.3,1012.1,37.2,3.8,204.7,17.6,8
Jashore,10/27/2022,31,24.4,27.3,34.2,24.4,28.5,21.3,70.9,0,0,0,rain,0,0,19.1,14.8,353.9,1011.8,40.9,3.5,183.9,15.8,7
Jashore,10/28/2022,30.1,22.4,26.5,31.9,22.4,26.9,19.3,66.5,0,0,0,,0,0,24.5,18.4,350.4,1011.1,40.2,3.5,202,17.5,7
Jashore,10/29/2022,30.2,21,25.7,31.1,21,26.3,18.7,66.3,0,0,0,,0,0,24.8,14.8,323.8,1010.9,36.6,3.6,202.9,17.6,7
Jashore,10/30/2022,31,21.4,26.3,32.3,21.4,27,19.6,68.1,0,0,0,,0,0,19.8,13,350.7,1011,17.7,3.8,209.1,18,8
Jashore,10/31/2022,31.3,22.8,27.2,32.4,22.8,27.8,19.6,64.5,0,0,0,,0,0,22,13,320.6,1011.3,26.9,3.8,214.4,18.5,8
Jashore,11/1/2022,32,22.9,27.5,34.9,22.9,28.7,20.3,65.9,0,0,0,,0,0,24.1,18.4,343.1,1011.8,9.6,3.8,210.4,18.1,8
Jashore,11/2/2022,31.4,23.5,27.3,32.9,23.5,28,19.1,61.8,0,0,0,,0,0,24.5,14.8,335.7,1010.7,15.1,4,208.9,18.1,8
Jashore,11/3/2022,29.9,22.5,25.8,30.2,22.5,26,17.8,62.7,0,0,0,,0,0,20.5,11.2,334.5,1011,56.8,3.4,172.9,15,7
Jashore,11/4/2022,31,21.7,26,31.9,21.7,26.5,19,66.9,0,0,0,,0,0,20.5,14.8,312.5,1012.3,12.4,3.3,189.8,16.2,7
Jashore,11/5/2022,30,21.4,26,31.3,21.4,26.5,19.4,68.6,0,0,0,,0,0,14.4,16.6,345.1,1013.7,29.2,3.5,196.5,16.9,7
Jashore,11/6/2022,30.3,22.3,26.3,31.7,22.3,26.7,19.4,67,0,0,0,,0,0,14.8,11.2,323.2,1013.7,43.5,3.4,192.8,16.6,8
Jashore,11/7/2022,30.1,21.7,26,31.3,21.7,26.6,19.4,68.1,0,0,0,,0,0,16.9,9.4,306.3,1013.3,28.9,3.1,161.3,14,6
Jashore,11/8/2022,31,22.5,26.4,32.4,22.5,27.2,20.2,69.6,0,0,0,,0,0,18.4,11.2,307.8,1013.2,33.2,3.1,153.7,13.2,6
Jashore,11/9/2022,30.3,21.3,25.7,31.9,21.3,26.4,19.6,70.6,0,0,0,,0,0,21.2,13,19.1,1013.2,31,3.5,155.1,13.4,6
Jashore,11/10/2022,30.2,21.9,26,31.4,21.9,26.6,19.5,69.1,0,0,0,,0,0,21.2,18.4,15,1013.4,38,3.5,146.9,12.6,7
Jashore,11/11/2022,30,21,25.7,30.6,21,26.1,18.3,65.6,0,0,0,,0,0,19.1,11.2,338,1013.3,32.6,3.1,183.3,15.8,7
Jashore,11/12/2022,29.6,21.3,25.4,30.9,21.3,25.9,18.7,67.8,0,0,0,,0,0,23,14.8,346.8,1013.2,28.1,2.7,195.8,17.1,7
Jashore,11/13/2022,29.1,19.6,24.2,28.7,19.6,24.1,15.2,59.8,0,0,0,,0,0,25.9,16.6,352.7,1012.9,10.9,3.3,209.2,18,8
Jashore,11/14/2022,28.4,18,23.2,27.8,18,23.1,14.1,58.7,0,0,0,,0,0,28.8,16.6,343.7,1013.4,0,3.2,209.3,18.1,8
Jashore,11/15/2022,29,18.4,23.7,29.1,18.4,23.7,15.3,60.8,0,0,0,,0,0,23.8,14.8,335.4,1012.5,3.9,3.1,204.2,17.6,7
Jashore,11/16/2022,29,18.5,23.6,28.6,18.5,23.7,15.5,62.2,0,0,0,,0,0,23.4,13,348.2,1011.3,0,2.7,201.8,17.5,7
Jashore,11/17/2022,30,18,23.9,29.7,18,24,16.4,64.9,0,0,0,,0,0,26.3,14.8,3.3,1011.3,0.5,2.8,201.8,17.5,7
Jashore,11/18/2022,29,18.8,23.4,28.8,18.8,23.5,15.6,63.4,0,0,0,,0,0,33.8,22.3,345,1012.5,7.6,2.9,200,17.3,7
Jashore,11/19/2022,28,18.9,23.1,28,18.9,23.1,14.4,59.1,0,0,0,,0,0,30.6,18.4,351.4,1012.3,37.9,3.2,188.9,16.3,7
Jashore,11/20/2022,29.7,19,23.6,30.4,19,23.7,16.4,65.1,0,0,0,,0,0,24.5,13,347.1,1011.1,45.9,2.9,179.8,15.7,7
Jashore,11/21/2022,29,20,24.1,29.1,20,24.1,16.1,62.4,0,0,0,,0,0,25.6,16.6,355.2,1010.6,39,3.4,190.8,16.4,7
Jashore,11/22/2022,28.3,18.2,23.1,28,18.2,23.1,15.1,62.8,0,0,0,,0,0,27.4,14.8,345.8,1011.3,6.6,3.2,199.5,17.3,7
Jashore,11/23/2022,28.1,17.6,22.7,27.9,17.6,22.6,14.8,63.5,0,0,0,,0,0,29.2,14.8,343,1011.6,5.3,2.8,199.3,17.2,7
Jashore,11/24/2022,28,17.1,22.6,27.5,17.1,22.5,13.3,58.1,0,0,0,,0,0,25.9,16.6,338.1,1011.8,6.4,2.8,199.4,17.2,7
Jashore,11/25/2022,28.2,17.8,22.8,28.3,17.8,22.9,14.9,62,0,0,0,,0,0,25.9,16.6,344,1012.1,5.9,3.2,197.1,17.1,7
Jashore,11/26/2022,28.3,17.7,23,28,17.7,23,15.2,63.3,0,0,0,,0,0,23.8,13,338.6,1010.7,0,3,196,17.1,7
Jashore,11/27/2022,28.3,17.5,22.8,28.4,17.5,22.8,15.7,65.9,0,0,0,,0,0,21.2,7.6,341.2,1009.1,5.4,3,195.8,17.1,7
Jashore,11/28/2022,29,17.3,23.1,29.1,17.3,23.1,15.9,66.2,0,0,0,,0,0,22.3,14.8,0.9,1010.2,3.7,3.1,192.7,16.6,7
Jashore,11/29/2022,29.1,19.6,24.1,29.2,19.6,24.2,16.7,64.5,0,0,0,,0,0,20.9,14.8,356.6,1011.5,27.2,3.4,113,9.6,5
Jashore,11/30/2022,30,21.9,25.5,30.1,21.9,25.6,17.2,61.4,0,0,0,,0,0,21.2,14.8,341,1012.4,29.9,3.6,171.8,14.9,7
Jashore,12/1/2022,29,19.9,24.2,29.1,19.9,24.3,16.4,63.2,0,0,0,,0,0,29.2,14.8,347.1,1012.2,1.7,3.3,188.6,16.2,7
Jashore,12/2/2022,28.4,17.8,22.6,28,17.8,22.5,14.5,62.2,0,0,0,,0,0,26.3,16.6,342.9,1012.1,0,2.9,193.7,16.7,7
Jashore,12/3/2022,27.4,17,21.9,27.2,17,21.9,13.2,59.3,0,0,0,,0,0,27,14.8,345.9,1012.3,0,2.9,193.1,16.7,7
Jashore,12/4/2022,27.1,16.9,21.6,27,16.9,21.6,13.6,62.2,0,0,0,,0,0,25.6,14.8,346.7,1012.6,0.4,2.6,193,16.6,7
Jashore,12/5/2022,27.1,16.6,21.6,27.5,16.6,21.6,14.7,66,0,0,0,,0,0,29.2,16.6,342.4,1013.2,0,2.8,190,16.2,7
Jashore,12/6/2022,27,17,21.7,27.3,17,21.7,14.9,66.5,0,0,0,,0,0,25.9,16.6,341.9,1012.3,0.5,2.8,189.7,16.2,7
Jashore,12/7/2022,26.5,17,21.3,26.5,17,21.3,14,64.4,0,0,0,,0,0,24.8,14.8,340.2,1012,16.9,2.8,185,16.1,7
Jashore,12/8/2022,26.1,16.6,20.7,26.1,16.6,20.7,14.5,68.7,0,0,0,,0,0,27,13,348,1012.5,41,2.4,169.9,14.6,7
Jashore,12/9/2022,26.9,16.2,21.2,27.2,16.2,21.2,15.4,70.9,0,0,0,,0,0,25.2,14.8,5.3,1012.1,30.5,2.6,186.7,16.1,7
Jashore,12/10/2022,27,18.2,22.5,27.3,18.2,22.6,16.2,68.6,0,0,0,,0,0,24.5,18.4,359.9,1012,61,2.8,121.7,10.5,5
Jashore,12/11/2022,28,18.5,23.2,28.3,18.5,23.3,15.8,64.8,0,0,0,,0,0,23.4,11.2,343.3,1012.4,28.5,2.6,183.4,15.9,7
Jashore,12/12/2022,28,16.4,22.2,28,16.4,22.3,15.7,68.3,0,0,0,,0,0,20.2,7.6,350.5,1012,7.3,2.3,183.1,15.8,7
Jashore,12/13/2022,29.1,17.1,23.4,28.8,17.1,23.4,16.1,66.6,0,0,0,,0,0,18.7,11.2,276.9,1011.9,2,2.3,178.3,15.5,7
Jashore,12/14/2022,27.2,18.3,22.5,27.3,18.3,22.5,15.5,66.1,0,0,0,,0,0,24.5,16.6,353,1012.6,0.4,2.3,182.8,15.7,7
Jashore,12/15/2022,27,16.4,21.4,26.5,16.4,21.3,12.4,60.1,0,0,0,,0,0,25.9,18.4,341.7,1011.9,0,2.9,185.9,16,7
Jashore,12/16/2022,25,16,20,25,16,20,10.1,55.5,0,0,0,,0,0,24.8,22.3,338.8,1011.8,0,3.2,191.5,16.5,7
Jashore,12/17/2022,24.9,13.4,19.1,24.9,13.4,19.1,10.5,60,0,0,0,,0,0,22,14.8,337.2,1012.7,3.2,2.7,188.3,16.2,7
Jashore,12/18/2022,26,14.9,20.3,26,14.9,20.3,14.9,72.1,0,0,0,,0,0,23,11.2,328.5,1012.3,18.7,2.2,170.8,14.9,7
Jashore,12/19/2022,26.4,17.3,21.6,26.4,17.3,21.6,16,71.9,0,0,0,,0,0,28.1,14.8,323.9,1011.3,16.8,2.2,149.8,13,6
Jashore,12/20/2022,26,16.6,21.2,26,16.6,21.2,15.4,71.4,0,0,0,,0,0,23,14.8,346.2,1011.2,6.3,2.2,175.7,15.2,7
Jashore,12/21/2022,27,16,21,27.5,16,21.1,15.7,73,0,0,0,,0,0,21.2,11.2,349.5,1011.9,10,1.9,168.7,14.6,7
Jashore,12/22/2022,27,15.7,21.3,27.7,15.7,21.4,15.6,71.3,0,0,0,,0,0,21.6,11.2,350.4,1011.7,9.8,2.2,177,15.3,7
Jashore,12/23/2022,28,15.9,21.6,28,15.9,21.6,14.1,65.4,0,0,0,,0,0,22.3,78.6,3.4,1012.1,5.1,2.7,185.8,16.2,7
Jashore,12/24/2022,29,15.1,22.1,28.8,15.1,22,15.1,67.2,0,0,0,,0,0,20.2,13,7.4,1012.3,0.4,2.5,184.3,16,7
Jashore,12/25/2022,30,16.8,23.7,31.9,16.8,24.1,18.1,72.5,0,0,0,,0,0,18.7,14.8,180.6,1012.9,0.5,2.5,180.5,15.6,7
Jashore,12/26/2022,31,20.1,25.2,32.4,20.1,25.8,20,74.4,0,0,0,,0,0,19.8,13,215.4,1014.6,7,2.4,175.8,15.2,7
Jashore,12/27/2022,30,21.8,24.8,32,21.8,25.4,21.1,80.5,0,0,0,,0,0,34.9,16.6,260.7,1013.6,32,2.4,149.9,13,6
Jashore,12/28/2022,27,17.8,22.7,27.7,17.8,22.7,18.2,76.7,0,0,0,,0,0,25.9,14.8,10.2,1015,12.9,2,161.6,13.9,6
Jashore,12/29/2022,26,14.8,20,26,14.8,20,11.6,60.9,0,0,0,,0,0,22.3,11.2,9.5,1016.9,1.1,2.6,189.5,16.2,7
Jashore,12/30/2022,26,13.9,20.2,26,13.9,20.2,13.7,68,0,0,0,,0,0,21.6,9.4,333.7,1017.4,1.8,2.4,181.9,15.8,7
Jashore,12/31/2022,27,14.5,20.9,27.5,14.5,20.9,16,75.6,0,0,0,,0,0,13.7,11.2,88.8,1016.4,3.2,2,170.7,14.6,6
Jashore,1/1/2023,26,17.1,21.2,26,17.1,21.2,17.3,79.2,0,0,0,,0,0,19.4,11.2,57.3,1017.2,23.9,1.6,147.6,12.5,6
Jashore,1/2/2023,26,16.7,20.8,26,16.7,20.8,15.9,75.2,0,0,0,,0,0,22.7,11.2,25.4,1018,11.5,2.3,170.4,14.6,7
Jashore,1/3/2023,23,15.2,18.1,23,15.2,18.1,15.4,84.7,0,0,0,,0,0,30.2,14.8,0.9,1018.4,26.5,1.6,153.7,13.1,7
Jashore,1/4/2023,23,14.5,17.6,23,14.5,17.6,14.8,83.9,0,0,0,,0,0,35.3,16.6,10.4,1018.4,27.4,1.9,153.6,13.2,7
Jashore,1/5/2023,23,12.9,17.5,23,12.9,17.5,13.9,80.3,0,0,0,,0,0,32,18.4,346.7,1018.9,11.7,2.1,188.6,16.3,7
Jashore,1/6/2023,24,12.5,17.7,24,12.5,17.7,12.9,74.9,0,0,0,,0,0,29.5,16.6,336.1,1018.5,0.1,2.1,195,17,7
Jashore,1/7/2023,23,12.3,16.8,23,12.3,16.8,12.9,79.5,0,0,0,,0,0,29.9,16.6,338.3,1016.4,4.4,2.1,193.2,16.8,7
Jashore,1/8/2023,25,12.4,18.1,25,12.4,18.1,13.8,77.6,0,0,0,,0,0,24.5,13,357.3,1015.6,4.3,2,186.9,16.3,7
Jashore,1/9/2023,27,13.2,19.7,27.7,13.2,19.8,14.5,73.7,0,0,0,,0,0,22.3,13,356.3,1016.6,0,2.4,192,16.6,7
Jashore,1/10/2023,28,14,20.3,27.1,14,20.2,11.2,59.5,0,0,0,,0,0,23.4,14.8,343.7,1015.4,0,2.9,197.6,16.9,7
Jashore,1/11/2023,26,13.9,19.3,26,13.9,19.3,11.5,63,0,0,0,,0,0,26.6,18.4,344.5,1013.8,0,2.6,199.6,17.4,7
Jashore,1/12/2023,28,12.8,19.7,27,12.8,19.6,11.5,63.2,0,0,0,,0,0,20.2,11.2,321.1,1012.3,2.1,2.3,197.2,17,7
Jashore,1/13/2023,29,15.1,22.3,30.8,15.1,22.7,17.7,76.2,0,0,0,,0,0,25.9,14.8,198.1,1012.5,16.8,2.3,189.8,16.4,7
Jashore,1/14/2023,29,20,24,31.4,20,24.5,20.3,80.4,0,0,0,,0,0,24.5,13,212.5,1011.9,48.9,2,144.7,12.5,6
Jashore,1/15/2023,27,18.7,22.4,28.2,18.7,22.5,18.3,78.8,0,0,0,,0,0,25.9,11.2,33.7,1012.1,46.2,1.5,150.9,13.1,6
Jashore,1/16/2023,24,16.4,20.1,24,16.4,20.1,14.9,73.2,0,0,0,,0,0,26.3,18.4,16.8,1014,17.7,2.4,147.8,12.7,6
Jashore,1/17/2023,24,15.7,19.3,24,15.7,19.3,14.4,74.5,0,0,0,,0,0,22,18.4,37.5,1014.7,30.1,2.3,168.8,14.6,7
Jashore,1/18/2023,24,15.8,19.9,24,15.8,19.9,14.7,72.9,0,0,0,,0,0,22,13,41.5,1016.7,50.1,3.1,158.3,13.6,6
Jashore,1/19/2023,24,15.4,19.5,24,15.4,19.5,13.7,70.3,0,0,0,,0,0,24.5,16.6,7.7,1017,46.6,2.1,192.9,16.8,7
Jashore,1/20/2023,26,13.8,19.5,26,13.8,19.5,13.1,68.7,0,0,0,,0,0,23.8,11.2,0.4,1016.1,1.3,2.4,204.7,17.6,8
Jashore,1/21/2023,28,13.5,21,28.3,13.5,21,14.4,68.1,0,0,0,,0,0,22,9.4,6.1,1014.5,5.5,2,204.4,17.6,8
Jashore,1/22/2023,29,15.8,22.5,29.8,15.8,22.6,16.9,72.8,0,0,0,,0,0,17.6,9.4,132.6,1014,1.8,1.8,200.6,17.3,7
Jashore,1/23/2023,31,17.3,23.9,33,17.3,24.3,18.6,73.4,0,0,0,,0,0,20.5,7.6,304.5,1013,1.7,1.9,200.7,17.3,7
Jashore,1/24/2023,29,19.1,24.1,32,19.1,24.8,20.4,80.8,0,0,0,,0,0,21.6,11.2,93.4,1013.3,8.8,1.6,196.8,17.1,7
Jashore,1/25/2023,31,19.9,25.1,33.7,19.9,26,20.3,76.3,0,0,0,,0,0,14,9.4,205.4,1012.9,9.8,1.8,197.8,17.1,7
Jashore,1/26/2023,32,19,25.3,33.5,19,25.7,18.4,68.3,0,0,0,,0,0,20.5,14.8,318.2,1012.4,4.1,2.4,200,17.2,7
Jashore,1/27/2023,30,19.8,25,31.9,19.8,25.4,19.1,71.5,0,0,0,,0,0,26.3,18.4,350.5,1012.9,2.7,2.7,197.4,17.1,7
Jashore,1/28/2023,29,19.8,24,28.6,19.8,24,17.4,68.5,0,0,0,,0,0,26.3,16.6,355.1,1012.7,1.5,2.8,205.7,17.7,7
Jashore,1/29/2023,28,17,22.1,27.6,17,22,13.6,61.9,0,0,0,,0,0,25.6,16.6,354.7,1013.2,4.8,3.1,218.3,18.8,8
Jashore,1/30/2023,30,16.4,22.8,30.8,16.4,23,16.8,70.8,0,0,0,,0,0,19.8,13,349.2,1013.9,2,2.7,215.9,18.6,8
Jashore,1/31/2023,28,18.9,23.9,29.2,18.9,24.2,18.5,72.3,0,0,0,,0,0,19.4,11.2,326.6,1012.3,66.1,2.2,168.8,14.6,7
Jashore,2/1/2023,29,20.4,24.3,29.5,20.4,24.5,17,64.3,0,0,0,,0,0,30.6,22.3,341.6,1012.2,62.4,3,106.6,9.1,6
Jashore,2/2/2023,26,17.1,21.3,26,17.1,21.3,14.4,66.5,0,0,0,,0,0,32,22.3,343.7,1013.6,4.3,4.9,225.4,19.5,8
Jashore,2/3/2023,27,15.6,21,27.3,15.6,21,15.1,70.9,0,0,0,,0,0,31.7,18.4,340.6,1013.1,3.6,2.6,224.7,19.4,8
Jashore,2/4/2023,28,15.9,22.1,27.8,15.9,22.1,14.4,64.5,0,0,0,,0,0,29.9,20.5,319.6,1011.4,0.4,2.7,223.4,19.4,8
Jashore,2/5/2023,30,16.4,23.2,29.2,16.4,23,14.4,61,0,0,0,,0,0,25.6,11.2,315.2,1011.3,2.2,2.7,224.4,19.4,8
Jashore,2/6/2023,32,16.6,24.1,30.1,16.6,23.8,13.8,58.1,0,0,0,,0,0,20.9,14.8,266.4,1011,2,3,222.3,19.3,8
Jashore,2/7/2023,33,19.1,25.3,31.6,19.1,25,16,63.2,0,0,0,,0,0,22.3,16.6,216.1,1010.2,13.5,2.8,222.3,19.2,8
Jashore,2/8/2023,31,21.1,25.7,32.4,21.1,26.2,19.4,70.3,0,0,0,,0,0,29.9,14.8,212.8,1010.5,22.7,2.7,210.5,18.3,8
Jashore,2/9/2023,30,21.2,25.1,30.8,21.2,25.4,19,70.7,0,0,0,,0,0,20.5,13,335.5,1011.8,6.2,2.5,216.3,18.5,8
Jashore,2/10/2023,31,17.6,24.2,29.5,17.6,24,14.9,60.1,0,0,0,,0,0,23.8,11.2,323.9,1012.2,0.2,2.7,231.3,20,8
